"Label (Grouping)","Connecticut!!Estimate","Connecticut!!Margin of Error","County subdivisions not defined, Fairfield County, Connecticut!!Estimate","County subdivisions not defined, Fairfield County, Connecticut!!Margin of Error","Bethel town, Fairfield County, Connecticut!!Estimate","Bethel town, Fairfield County, Connecticut!!Margin of Error","Bridgeport town, Fairfield County, Connecticut!!Estimate","Bridgeport town, Fairfield County, Connecticut!!Margin of Error","Brookfield town, Fairfield County, Connecticut!!Estimate","Brookfield town, Fairfield County, Connecticut!!Margin of Error","Danbury town, Fairfield County, Connecticut!!Estimate","Danbury town, Fairfield County, Connecticut!!Margin of Error","Darien town, Fairfield County, Connecticut!!Estimate","Darien town, Fairfield County, Connecticut!!Margin of Error","Easton town, Fairfield County, Connecticut!!Estimate","Easton town, Fairfield County, Connecticut!!Margin of Error","Fairfield town, Fairfield County, Connecticut!!Estimate","Fairfield town, Fairfield County, Connecticut!!Margin of Error","Greenwich town, Fairfield County, Connecticut!!Estimate","Greenwich town, Fairfield County, Connecticut!!Margin of Error","Monroe town, Fairfield County, Connecticut!!Estimate","Monroe town, Fairfield County, Connecticut!!Margin of Error","New Canaan town, Fairfield County, Connecticut!!Estimate","New Canaan town, Fairfield County, Connecticut!!Margin of Error","New Fairfield town, Fairfield County, Connecticut!!Estimate","New Fairfield town, Fairfield County, Connecticut!!Margin of Error","Newtown town, Fairfield County, Connecticut!!Estimate","Newtown town, Fairfield County, Connecticut!!Margin of Error","Norwalk town, Fairfield County, Connecticut!!Estimate","Norwalk town, Fairfield County, Connecticut!!Margin of Error","Redding town, Fairfield County, Connecticut!!Estimate","Redding town, Fairfield County, Connecticut!!Margin of Error","Ridgefield town, Fairfield County, Connecticut!!Estimate","Ridgefield town, Fairfield County, Connecticut!!Margin of Error","Shelton town, Fairfield County, Connecticut!!Estimate","Shelton town, Fairfield County, Connecticut!!Margin of Error","Sherman town, Fairfield County, Connecticut!!Estimate","Sherman town, Fairfield County, Connecticut!!Margin of Error","Stamford town, Fairfield County, Connecticut!!Estimate","Stamford town, Fairfield County, Connecticut!!Margin of Error","Stratford town, Fairfield County, Connecticut!!Estimate","Stratford town, Fairfield County, Connecticut!!Margin of Error","Trumbull town, Fairfield County, Connecticut!!Estimate","Trumbull town, Fairfield County, Connecticut!!Margin of Error","Weston town, Fairfield County, Connecticut!!Estimate","Weston town, Fairfield County, Connecticut!!Margin of Error","Westport town, Fairfield County, Connecticut!!Estimate","Westport town, Fairfield County, Connecticut!!Margin of Error","Wilton town, Fairfield County, Connecticut!!Estimate","Wilton town, Fairfield County, Connecticut!!Margin of Error","Avon town, Hartford County, Connecticut!!Estimate","Avon town, Hartford County, Connecticut!!Margin of Error","Berlin town, Hartford County, Connecticut!!Estimate","Berlin town, Hartford County, Connecticut!!Margin of Error","Bloomfield town, Hartford County, Connecticut!!Estimate","Bloomfield town, Hartford County, Connecticut!!Margin of Error","Bristol town, Hartford County, Connecticut!!Estimate","Bristol town, Hartford County, Connecticut!!Margin of Error","Burlington town, Hartford County, Connecticut!!Estimate","Burlington town, Hartford County, Connecticut!!Margin of Error","Canton town, Hartford County, Connecticut!!Estimate","Canton town, Hartford County, Connecticut!!Margin of Error","East Granby town, Hartford County, Connecticut!!Estimate","East Granby town, Hartford County, Connecticut!!Margin of Error","East Hartford town, Hartford County, Connecticut!!Estimate","East Hartford town, Hartford County, Connecticut!!Margin of Error","East Windsor town, Hartford County, Connecticut!!Estimate","East Windsor town, Hartford County, Connecticut!!Margin of Error","Enfield town, Hartford County, Connecticut!!Estimate","Enfield town, Hartford County, Connecticut!!Margin of Error","Farmington town, Hartford County, Connecticut!!Estimate","Farmington town, Hartford County, Connecticut!!Margin of Error","Glastonbury town, Hartford County, Connecticut!!Estimate","Glastonbury town, Hartford County, Connecticut!!Margin of Error","Granby town, Hartford County, Connecticut!!Estimate","Granby town, Hartford County, Connecticut!!Margin of Error","Hartford town, Hartford County, Connecticut!!Estimate","Hartford town, Hartford County, Connecticut!!Margin of Error","Hartland town, Hartford County, Connecticut!!Estimate","Hartland town, Hartford County, Connecticut!!Margin of Error","Manchester town, Hartford County, Connecticut!!Estimate","Manchester town, Hartford County, Connecticut!!Margin of Error","Marlborough town, Hartford County, Connecticut!!Estimate","Marlborough town, Hartford County, Connecticut!!Margin of Error","New Britain town, Hartford County, Connecticut!!Estimate","New Britain town, Hartford County, Connecticut!!Margin of Error","Newington town, Hartford County, Connecticut!!Estimate","Newington town, Hartford County, Connecticut!!Margin of Error","Plainville town, Hartford County, Connecticut!!Estimate","Plainville town, Hartford County, Connecticut!!Margin of Error","Rocky Hill town, Hartford County, Connecticut!!Estimate","Rocky Hill town, Hartford County, Connecticut!!Margin of Error","Simsbury town, Hartford County, Connecticut!!Estimate","Simsbury town, Hartford County, Connecticut!!Margin of Error","Southington town, Hartford County, Connecticut!!Estimate","Southington town, Hartford County, Connecticut!!Margin of Error","South Windsor town, Hartford County, Connecticut!!Estimate","South Windsor town, Hartford County, Connecticut!!Margin of Error","Suffield town, Hartford County, Connecticut!!Estimate","Suffield town, Hartford County, Connecticut!!Margin of Error","West Hartford town, Hartford County, Connecticut!!Estimate","West Hartford town, Hartford County, Connecticut!!Margin of Error","Wethersfield town, Hartford County, Connecticut!!Estimate","Wethersfield town, Hartford County, Connecticut!!Margin of Error","Windsor town, Hartford County, Connecticut!!Estimate","Windsor town, Hartford County, Connecticut!!Margin of Error","Windsor Locks town, Hartford County, Connecticut!!Estimate","Windsor Locks town, Hartford County, Connecticut!!Margin of Error","Barkhamsted town, Litchfield County, Connecticut!!Estimate","Barkhamsted town, Litchfield County, Connecticut!!Margin of Error","Bethlehem town, Litchfield County, Connecticut!!Estimate","Bethlehem town, Litchfield County, Connecticut!!Margin of Error","Bridgewater town, Litchfield County, Connecticut!!Estimate","Bridgewater town, Litchfield County, Connecticut!!Margin of Error","Canaan town, Litchfield County, Connecticut!!Estimate","Canaan town, Litchfield County, Connecticut!!Margin of Error","Colebrook town, Litchfield County, Connecticut!!Estimate","Colebrook town, Litchfield County, Connecticut!!Margin of Error","Cornwall town, Litchfield County, Connecticut!!Estimate","Cornwall town, Litchfield County, Connecticut!!Margin of Error","Goshen town, Litchfield County, Connecticut!!Estimate","Goshen town, Litchfield County, Connecticut!!Margin of Error","Harwinton town, Litchfield County, Connecticut!!Estimate","Harwinton town, Litchfield County, Connecticut!!Margin of Error","Kent town, Litchfield County, Connecticut!!Estimate","Kent town, Litchfield County, Connecticut!!Margin of Error","Litchfield town, Litchfield County, Connecticut!!Estimate","Litchfield town, Litchfield County, Connecticut!!Margin of Error","Morris town, Litchfield County, Connecticut!!Estimate","Morris town, Litchfield County, Connecticut!!Margin of Error","New Hartford town, Litchfield County, Connecticut!!Estimate","New Hartford town, Litchfield County, Connecticut!!Margin of Error","New Milford town, Litchfield County, Connecticut!!Estimate","New Milford town, Litchfield County, Connecticut!!Margin of Error","Norfolk town, Litchfield County, Connecticut!!Estimate","Norfolk town, Litchfield County, Connecticut!!Margin of Error","North Canaan town, Litchfield County, Connecticut!!Estimate","North Canaan town, Litchfield County, Connecticut!!Margin of Error","Plymouth town, Litchfield County, Connecticut!!Estimate","Plymouth town, Litchfield County, Connecticut!!Margin of Error","Roxbury town, Litchfield County, Connecticut!!Estimate","Roxbury town, Litchfield County, Connecticut!!Margin of Error","Salisbury town, Litchfield County, Connecticut!!Estimate","Salisbury town, Litchfield County, Connecticut!!Margin of Error","Sharon town, Litchfield County, Connecticut!!Estimate","Sharon town, Litchfield County, Connecticut!!Margin of Error","Thomaston town, Litchfield County, Connecticut!!Estimate","Thomaston town, Litchfield County, Connecticut!!Margin of Error","Torrington town, Litchfield County, Connecticut!!Estimate","Torrington town, Litchfield County, Connecticut!!Margin of Error","Warren town, Litchfield County, Connecticut!!Estimate","Warren town, Litchfield County, Connecticut!!Margin of Error","Washington town, Litchfield County, Connecticut!!Estimate","Washington town, Litchfield County, Connecticut!!Margin of Error","Watertown town, Litchfield County, Connecticut!!Estimate","Watertown town, Litchfield County, Connecticut!!Margin of Error","Winchester town, Litchfield County, Connecticut!!Estimate","Winchester town, Litchfield County, Connecticut!!Margin of Error","Woodbury town, Litchfield County, Connecticut!!Estimate","Woodbury town, Litchfield County, Connecticut!!Margin of Error","County subdivisions not defined, Middlesex County, Connecticut!!Estimate","County subdivisions not defined, Middlesex County, Connecticut!!Margin of Error","Chester town, Middlesex County, Connecticut!!Estimate","Chester town, Middlesex County, Connecticut!!Margin of Error","Clinton town, Middlesex County, Connecticut!!Estimate","Clinton town, Middlesex County, Connecticut!!Margin of Error","Cromwell town, Middlesex County, Connecticut!!Estimate","Cromwell town, Middlesex County, Connecticut!!Margin of Error","Deep River town, Middlesex County, Connecticut!!Estimate","Deep River town, Middlesex County, Connecticut!!Margin of Error","Durham town, Middlesex County, Connecticut!!Estimate","Durham town, Middlesex County, Connecticut!!Margin of Error","East Haddam town, Middlesex County, Connecticut!!Estimate","East Haddam town, Middlesex County, Connecticut!!Margin of Error","East Hampton town, Middlesex County, Connecticut!!Estimate","East Hampton town, Middlesex County, Connecticut!!Margin of Error","Essex town, Middlesex County, Connecticut!!Estimate","Essex town, Middlesex County, Connecticut!!Margin of Error","Haddam town, Middlesex County, Connecticut!!Estimate","Haddam town, Middlesex County, Connecticut!!Margin of Error","Killingworth town, Middlesex County, Connecticut!!Estimate","Killingworth town, Middlesex County, Connecticut!!Margin of Error","Middlefield town, Middlesex County, Connecticut!!Estimate","Middlefield town, Middlesex County, Connecticut!!Margin of Error","Middletown town, Middlesex County, Connecticut!!Estimate","Middletown town, Middlesex County, Connecticut!!Margin of Error","Old Saybrook town, Middlesex County, Connecticut!!Estimate","Old Saybrook town, Middlesex County, Connecticut!!Margin of Error","Portland town, Middlesex County, Connecticut!!Estimate","Portland town, Middlesex County, Connecticut!!Margin of Error","Westbrook town, Middlesex County, Connecticut!!Estimate","Westbrook town, Middlesex County, Connecticut!!Margin of Error","County subdivisions not defined, New Haven County, Connecticut!!Estimate","County subdivisions not defined, New Haven County, Connecticut!!Margin of Error","Ansonia town, New Haven County, Connecticut!!Estimate","Ansonia town, New Haven County, Connecticut!!Margin of Error","Beacon Falls town, New Haven County, Connecticut!!Estimate","Beacon Falls town, New Haven County, Connecticut!!Margin of Error","Bethany town, New Haven County, Connecticut!!Estimate","Bethany town, New Haven County, Connecticut!!Margin of Error","Branford town, New Haven County, Connecticut!!Estimate","Branford town, New Haven County, Connecticut!!Margin of Error","Cheshire town, New Haven County, Connecticut!!Estimate","Cheshire town, New Haven County, Connecticut!!Margin of Error","Derby town, New Haven County, Connecticut!!Estimate","Derby town, New Haven County, Connecticut!!Margin of Error","East Haven town, New Haven County, Connecticut!!Estimate","East Haven town, New Haven County, Connecticut!!Margin of Error","Guilford town, New Haven County, Connecticut!!Estimate","Guilford town, New Haven County, Connecticut!!Margin of Error","Hamden town, New Haven County, Connecticut!!Estimate","Hamden town, New Haven County, Connecticut!!Margin of Error","Madison town, New Haven County, Connecticut!!Estimate","Madison town, New Haven County, Connecticut!!Margin of Error","Meriden town, New Haven County, Connecticut!!Estimate","Meriden town, New Haven County, Connecticut!!Margin of Error","Middlebury town, New Haven County, Connecticut!!Estimate","Middlebury town, New Haven County, Connecticut!!Margin of Error","Milford town, New Haven County, Connecticut!!Estimate","Milford town, New Haven County, Connecticut!!Margin of Error","Naugatuck town, New Haven County, Connecticut!!Estimate","Naugatuck town, New Haven County, Connecticut!!Margin of Error","New Haven town, New Haven County, Connecticut!!Estimate","New Haven town, New Haven County, Connecticut!!Margin of Error","North Branford town, New Haven County, Connecticut!!Estimate","North Branford town, New Haven County, Connecticut!!Margin of Error","North Haven town, New Haven County, Connecticut!!Estimate","North Haven town, New Haven County, Connecticut!!Margin of Error","Orange town, New Haven County, Connecticut!!Estimate","Orange town, New Haven County, Connecticut!!Margin of Error","Oxford town, New Haven County, Connecticut!!Estimate","Oxford town, New Haven County, Connecticut!!Margin of Error","Prospect town, New Haven County, Connecticut!!Estimate","Prospect town, New Haven County, Connecticut!!Margin of Error","Seymour town, New Haven County, Connecticut!!Estimate","Seymour town, New Haven County, Connecticut!!Margin of Error","Southbury town, New Haven County, Connecticut!!Estimate","Southbury town, New Haven County, Connecticut!!Margin of Error","Wallingford town, New Haven County, Connecticut!!Estimate","Wallingford town, New Haven County, Connecticut!!Margin of Error","Waterbury town, New Haven County, Connecticut!!Estimate","Waterbury town, New Haven County, Connecticut!!Margin of Error","West Haven town, New Haven County, Connecticut!!Estimate","West Haven town, New Haven County, Connecticut!!Margin of Error","Wolcott town, New Haven County, Connecticut!!Estimate","Wolcott town, New Haven County, Connecticut!!Margin of Error","Woodbridge town, New Haven County, Connecticut!!Estimate","Woodbridge town, New Haven County, Connecticut!!Margin of Error","County subdivisions not defined, New London County, Connecticut!!Estimate","County subdivisions not defined, New London County, Connecticut!!Margin of Error","Bozrah town, New London County, Connecticut!!Estimate","Bozrah town, New London County, Connecticut!!Margin of Error","Colchester town, New London County, Connecticut!!Estimate","Colchester town, New London County, Connecticut!!Margin of Error","East Lyme town, New London County, Connecticut!!Estimate","East Lyme town, New London County, Connecticut!!Margin of Error","Franklin town, New London County, Connecticut!!Estimate","Franklin town, New London County, Connecticut!!Margin of Error","Griswold town, New London County, Connecticut!!Estimate","Griswold town, New London County, Connecticut!!Margin of Error","Groton town, New London County, Connecticut!!Estimate","Groton town, New London County, Connecticut!!Margin of Error","Lebanon town, New London County, Connecticut!!Estimate","Lebanon town, New London County, Connecticut!!Margin of Error","Ledyard town, New London County, Connecticut!!Estimate","Ledyard town, New London County, Connecticut!!Margin of Error","Lisbon town, New London County, Connecticut!!Estimate","Lisbon town, New London County, Connecticut!!Margin of Error","Lyme town, New London County, Connecticut!!Estimate","Lyme town, New London County, Connecticut!!Margin of Error","Montville town, New London County, Connecticut!!Estimate","Montville town, New London County, Connecticut!!Margin of Error","New London town, New London County, Connecticut!!Estimate","New London town, New London County, Connecticut!!Margin of Error","North Stonington town, New London County, Connecticut!!Estimate","North Stonington town, New London County, Connecticut!!Margin of Error","Norwich town, New London County, Connecticut!!Estimate","Norwich town, New London County, Connecticut!!Margin of Error","Old Lyme town, New London County, Connecticut!!Estimate","Old Lyme town, New London County, Connecticut!!Margin of Error","Preston town, New London County, Connecticut!!Estimate","Preston town, New London County, Connecticut!!Margin of Error","Salem town, New London County, Connecticut!!Estimate","Salem town, New London County, Connecticut!!Margin of Error","Sprague town, New London County, Connecticut!!Estimate","Sprague town, New London County, Connecticut!!Margin of Error","Stonington town, New London County, Connecticut!!Estimate","Stonington town, New London County, Connecticut!!Margin of Error","Voluntown town, New London County, Connecticut!!Estimate","Voluntown town, New London County, Connecticut!!Margin of Error","Waterford town, New London County, Connecticut!!Estimate","Waterford town, New London County, Connecticut!!Margin of Error","Andover town, Tolland County, Connecticut!!Estimate","Andover town, Tolland County, Connecticut!!Margin of Error","Bolton town, Tolland County, Connecticut!!Estimate","Bolton town, Tolland County, Connecticut!!Margin of Error","Columbia town, Tolland County, Connecticut!!Estimate","Columbia town, Tolland County, Connecticut!!Margin of Error","Coventry town, Tolland County, Connecticut!!Estimate","Coventry town, Tolland County, Connecticut!!Margin of Error","Ellington town, Tolland County, Connecticut!!Estimate","Ellington town, Tolland County, Connecticut!!Margin of Error","Hebron town, Tolland County, Connecticut!!Estimate","Hebron town, Tolland County, Connecticut!!Margin of Error","Mansfield town, Tolland County, Connecticut!!Estimate","Mansfield town, Tolland County, Connecticut!!Margin of Error","Somers town, Tolland County, Connecticut!!Estimate","Somers town, Tolland County, Connecticut!!Margin of Error","Stafford town, Tolland County, Connecticut!!Estimate","Stafford town, Tolland County, Connecticut!!Margin of Error","Tolland town, Tolland County, Connecticut!!Estimate","Tolland town, Tolland County, Connecticut!!Margin of Error","Union town, Tolland County, Connecticut!!Estimate","Union town, Tolland County, Connecticut!!Margin of Error","Vernon town, Tolland County, Connecticut!!Estimate","Vernon town, Tolland County, Connecticut!!Margin of Error","Willington town, Tolland County, Connecticut!!Estimate","Willington town, Tolland County, Connecticut!!Margin of Error","Ashford town, Windham County, Connecticut!!Estimate","Ashford town, Windham County, Connecticut!!Margin of Error","Brooklyn town, Windham County, Connecticut!!Estimate","Brooklyn town, Windham County, Connecticut!!Margin of Error","Canterbury town, Windham County, Connecticut!!Estimate","Canterbury town, Windham County, Connecticut!!Margin of Error","Chaplin town, Windham County, Connecticut!!Estimate","Chaplin town, Windham County, Connecticut!!Margin of Error","Eastford town, Windham County, Connecticut!!Estimate","Eastford town, Windham County, Connecticut!!Margin of Error","Hampton town, Windham County, Connecticut!!Estimate","Hampton town, Windham County, Connecticut!!Margin of Error","Killingly town, Windham County, Connecticut!!Estimate","Killingly town, Windham County, Connecticut!!Margin of Error","Plainfield town, Windham County, Connecticut!!Estimate","Plainfield town, Windham County, Connecticut!!Margin of Error","Pomfret town, Windham County, Connecticut!!Estimate","Pomfret town, Windham County, Connecticut!!Margin of Error","Putnam town, Windham County, Connecticut!!Estimate","Putnam town, Windham County, Connecticut!!Margin of Error","Scotland town, Windham County, Connecticut!!Estimate","Scotland town, Windham County, Connecticut!!Margin of Error","Sterling town, Windham County, Connecticut!!Estimate","Sterling town, Windham County, Connecticut!!Margin of Error","Thompson town, Windham County, Connecticut!!Estimate","Thompson town, Windham County, Connecticut!!Margin of Error","Windham town, Windham County, Connecticut!!Estimate","Windham town, Windham County, Connecticut!!Margin of Error","Woodstock town, Windham County, Connecticut!!Estimate","Woodstock town, Windham County, Connecticut!!Margin of Error"
"Total:","3,575,074","*****","0","±12","19,663","±26","145,639","±51","17,016","±25","84,619","±44","21,742","±30","7,543","±32","61,740","±32","62,587","±65","19,546","±22","20,276","±26","13,955","±27","27,822","±26","88,599","±62","9,176","±17","25,042","±26","41,141","±44","3,649","±19","129,309","±69","52,120","±67","35,976","±28","10,287","±22","28,016","±29","18,463","±24","18,312","±33","20,484","±22","21,022","±34","60,218","±61","9,659","±29","10,288","±19","5,304","±151","50,272","±86","11,445","±23","44,143","±60","25,528","±24","34,564","±72","11,361","±21","123,088","±78","1,982","±151","57,805","±159","6,368","±18","72,767","±71","30,234","±56","17,619","±26","20,168","±65","24,799","±36","43,781","±29","25,898","±29","15,688","±36","63,063","±88","26,171","±36","28,859","±32","12,671","±25","3,649","±19","3,433","±26","1,707","±107","1,143","±137","1,484","±152","1,291","±127","2,883","±17","5,456","±19","2,799","±16","8,147","±24","2,205","±192","6,703","±20","27,014","±27","1,628","±140","3,281","±14","11,711","±24","2,105","±170","3,625","±17","2,700","±21","7,599","±21","34,489","±28","1,457","±106","3,450","±17","21,751","±28","10,730","±26","9,562","±29","0","±12","4,234","±30","12,944","±28","13,910","±26","4,480","±21","7,221","±25","9,007","±19","12,827","±26","6,604","±31","8,227","±22","6,392","±15","4,381","±17","46,511","±36","10,090","±21","9,322","±21","6,903","±34","0","±12","18,802","±48","6,168","±20","5,513","±19","28,020","±32","29,147","±30","12,485","±24","28,742","±30","22,216","±39","60,982","±49","18,113","±21","59,676","±37","7,739","±30","54,328","±88","31,347","±31","130,331","±47","14,191","±24","23,722","±25","13,934","±36","13,086","±29","9,705","±22","16,508","±35","19,681","±22","44,596","±36","108,276","±50","54,763","±54","16,615","±62","8,827","±46","0","±12","2,589","±17","15,860","±28","18,724","±32","1,778","±99","11,622","±35","38,825","±29","7,215","±41","14,761","±25","4,247","±18","2,499","±99","18,835","±75","26,966","±39","5,223","±15","39,260","±37","7,396","±21","4,657","±42","4,112","±20","2,906","±31","18,445","±24","2,535","±20","18,935","±31","3,203","±124","4,911","±21","5,417","±34","12,433","±19","16,170","±42","9,512","±36","25,799","±35","11,005","±42","11,881","±28","14,713","±37","894","±115","29,232","±38","5,893","±18","4,236","±18","8,238","±17","5,069","±27","2,489","±168","1,653","±97","1,830","±102","17,231","±42","15,105","±25","4,186","±24","9,361","±27","1,569","±161","3,757","±17","9,351","±27","24,655","±24","7,836","±18"
"    White alone","2,714,031","±5,704","0","±12","16,543","±798","58,887","±2,102","15,257","±415","51,423","±2,206","19,795","±403","7,192","±195","54,798","±776","52,204","±1,014","17,513","±650","18,468","±432","12,789","±389","25,569","±565","64,131","±1,574","8,776","±207","22,948","±475","36,840","±771","3,473","±120","83,296","±2,256","38,081","±1,154","30,366","±691","9,091","±303","25,095","±533","16,321","±324","15,078","±475","18,968","±506","7,558","±511","50,343","±1,088","9,125","±253","9,257","±525","4,724","±408","27,716","±1,325","9,152","±646","36,091","±903","20,804","±430","29,423","±576","10,847","±275","38,471","±1,809","1,787","±146","35,049","±1,197","6,199","±145","50,746","±1,418","24,594","±687","15,222","±522","14,631","±626","22,435","±348","40,757","±711","20,714","±595","12,955","±521","50,869","±863","22,586","±700","14,774","±741","10,596","±518","3,465","±158","3,195","±132","1,570","±118","1,058","±123","1,450","±154","1,219","±126","2,735","±121","5,281","±134","2,589","±170","7,763","±168","2,165","±192","6,620","±53","24,128","±528","1,552","±141","3,017","±169","10,993","±286","2,043","±181","3,504","±81","2,526","±128","7,473","±92","30,804","±497","1,404","±108","3,190","±179","20,067","±545","9,955","±298","9,075","±197","0","±12","4,121","±78","12,348","±218","12,037","±414","4,180","±124","7,052","±133","8,721","±187","11,924","±329","5,900","±374","7,691","±274","6,230","±101","4,263","±87","33,883","±607","9,613","±230","9,084","±132","6,439","±214","0","±12","13,702","±807","5,874","±198","4,859","±283","25,102","±601","24,501","±498","9,798","±637","23,343","±880","20,439","±383","37,115","±1,098","16,958","±247","46,582","±1,072","7,063","±259","47,360","±909","24,667","±996","57,859","±2,120","13,398","±490","20,561","±690","12,159","±446","12,108","±570","8,702","±446","14,443","±619","18,396","±445","40,698","±601","65,950","±1,796","34,647","±1,418","15,442","±366","6,914","±379","0","±12","2,367","±110","14,676","±363","15,721","±518","1,707","±104","10,357","±402","29,763","±751","6,977","±184","12,660","±408","4,043","±109","2,400","±116","14,616","±675","15,472","±731","4,658","±423","26,988","±913","7,087","±197","4,060","±241","3,653","±234","2,522","±171","17,062","±308","2,428","±62","16,679","±466","3,054","±159","4,612","±176","5,212","±199","11,829","±328","14,041","±498","9,185","±128","21,166","±410","9,660","±227","11,248","±207","13,672","±358","857","±107","23,167","±683","5,117","±311","4,039","±109","7,594","±316","4,921","±102","2,226","±173","1,602","±96","1,741","±104","15,640","±402","13,997","±326","4,008","±94","8,930","±162","1,526","±160","3,431","±199","8,999","±131","17,651","±904","7,716","±104"
"    Black or African American alone","383,416","±3,374","0","±12","784","±649","51,098","±1,779","213","±158","8,784","±1,149","187","±115","1","±4","1,287","±278","2,290","±722","327","±260","322","±211","99","±67","470","±235","13,053","±1,251","24","±28","276","±167","800","±414","0","±12","18,236","±1,691","8,628","±892","1,650","±513","193","±113","300","±189","164","±86","146","±161","204","±208","12,116","±641","3,265","±594","89","±92","436","±329","44","±50","13,318","±964","831","±550","3,199","±670","559","±164","754","±286","42","±36","46,400","±1,669","5","±6","9,282","±1,041","100","±86","9,337","±1,097","1,497","±481","332","±188","872","±320","541","±224","824","±387","1,116","±505","1,162","±241","3,764","±547","1,114","±307","11,028","±676","740","±396","2","±6","34","±45","77","±87","50","±46","15","±19","5","±9","2","±3","93","±106","31","±29","110","±54","0","±12","3","±7","419","±164","6","±6","118","±107","169","±127","0","±12","20","±25","45","±40","42","±39","1,208","±323","15","±22","41","±88","396","±220","198","±193","66","±47","0","±12","36","±36","50","±42","1,040","±296","132","±94","13","±25","52","±63","144","±147","265","±276","157","±124","29","±46","0","±12","7,043","±582","51","±51","28","±45","79","±65","0","±12","2,842","±554","87","±87","82","±79","381","±142","1,312","±287","1,108","±404","1,192","±504","295","±193","15,456","±1,071","69","±54","5,969","±744","34","±31","1,759","±502","2,922","±662","42,538","±1,820","307","±388","1,016","±379","280","±147","423","±349","647","±410","608","±259","335","±328","720","±267","23,500","±1,625","11,279","±1,086","391","±255","285","±191","0","±12","74","±86","307","±130","672","±247","15","±20","128","±142","2,765","±513","45","±64","416","±268","11","±15","51","±62","1,195","±413","4,058","±567","81","±85","4,370","±586","113","±167","8","±12","120","±98","90","±75","400","±216","23","±27","595","±222","111","±113","64","±55","14","±22","131","±107","268","±204","6","±11","1,058","±334","641","±126","101","±87","151","±111","0","±12","2,166","±481","95","±103","1","±2","191","±102","34","±43","0","±12","3","±6","2","±4","207","±125","213","±142","46","±39","175","±103","0","±12","226","±176","22","±26","1,529","±335","0","±17"
"    American Indian and Alaska Native alone","9,955","±905","0","±12","11","±18","627","±292","0","±19","258","±113","0","±23","0","±17","8","±17","92","±54","0","±19","8","±12","0","±19","73","±65","324","±171","0","±17","21","±32","48","±61","15","±24","426","±288","56","±72","78","±106","0","±19","29","±45","0","±19","38","±59","0","±23","20","±27","295","±217","0","±17","15","±26","35","±57","390","±259","2","±4","144","±108","66","±80","50","±69","0","±19","533","±239","98","±114","461","±264","11","±24","120","±95","80","±70","160","±242","3","±8","254","±186","10","±18","10","±12","18","±24","111","±105","20","±24","9","±23","10","±17","0","±12","0","±12","0","±12","0","±12","0","±12","0","±12","0","±12","0","±17","5","±8","0","±17","15","±24","19","±31","12","±20","4","±6","0","±12","18","±28","0","±12","0","±12","0","±12","0","±17","72","±60","0","±12","0","±12","46","±54","215","±191","92","±97","0","±12","12","±19","20","±26","41","±61","0","±12","0","±17","0","±17","107","±113","0","±17","0","±17","0","±17","0","±12","132","±139","0","±19","0","±17","0","±17","0","±12","17","±26","0","±17","0","±17","13","±21","52","±33","21","±35","38","±57","0","±23","78","±79","0","±19","253","±220","14","±21","63","±60","29","±41","556","±246","0","±19","0","±23","0","±19","0","±19","0","±17","22","±35","21","±25","10","±17","210","±121","174","±153","0","±19","99","±106","0","±12","5","±7","57","±44","0","±19","0","±12","115","±90","200","±119","0","±17","387","±171","29","±33","0","±12","179","±122","40","±49","33","±42","438","±224","2","±9","53","±57","0","±12","24","±24","34","±41","8","±11","46","±69","0","±12","0","±12","14","±23","0","±19","0","±19","0","±17","26","±25","6","±9","10","±12","0","±19","0","±12","32","±25","0","±17","0","±12","13","±18","0","±17","12","±17","5","±7","20","±20","13","±16","57","±79","0","±12","0","±17","0","±12","47","±59","8","±15","525","±340","0","±17"
